scientific_name,locale,common_name
Nannopterum auritum,fi,amerikanmerimetso
Nannopterum brasilianum,fi,oliivimerimetso
Nannopterum harrisi,fi,galapagosinmerimetso
Napothera albostriata,fi,Sumatran Wren-Babbler
Napothera danjoui,fi,vietnamintimali
Napothera epilepidota,fi,pikkupeukaloistimali
Napothera malacoptila,fi,naskalitimali
Napothera naungmungensis,fi,Naung Mung Scimitar-Babbler
Napothera pasquieri,fi,White-throated Wren-Babbler
Nasalis larvatus,fi,nenäapina
Nasica longirostris,fi,pitkänokkakipuaja
Nasua narica,fi,valkokuonokoati
Nasua nasua,fi,koati
Nasua olivacea,fi,andienkoati
Natalus stramineus,fi,meksikonpitkäräpylä
Natula averni,fi,reed-cricket
Natula matsuurai,fi,Natula matsuurai
Neafrapus boehmi,fi,idänlepakkokiitäjä
Neafrapus cassini,fi,lännenlepakkokiitäjä
Necropsar rodericanus,fi,rodriguesinkottarainen
Necropsittacus rodricanus,fi,rodriguesinisokaija
Necrosyrtes monachus,fi,huppukorppikotka
Nectarinia bocagii,fi,angolanmedestäjä
Nectarinia famosa,fi,malakiittimedestäjä
Nectarinia johnstoni,fi,pitkäpyrstömedestäjä
Nectarinia kilimensis,fi,pronssimedestäjä
Nectarinia purpureiventris,fi,jouhipurppuramedestäjä
Nectarinia tacazze,fi,säihkymedestäjä
Neduba steindachneri,fi,Steindachner’s Shieldback
Nemobius sylvestris,fi,Wood Cricket
Nemosia pileata,fi,kukkatangara
Nemosia rourei,fi,naamiokukkatangara
Nengetus cinereus,fi,harmaaselkämonhiitta
Neochmia phaeton,fi,punatuliperä
Neochmia temporalis,fi,oliivituliperä
Neocicada hieroglyphica,fi,Hieroglyphic Cicada
Neocichla gutturalis,fi,miombokottarainen
Neoconocephalus bivocatus,fi,False Robust Conehead
Neoconocephalus ensiger,fi,Sword-bearing Conehead
Neoconocephalus exiliscanorus,fi,Slightly Musical Conehead Katydid
Neoconocephalus nebrascensis,fi,Nebraska Conehead
Neoconocephalus retusus,fi,Round-tipped Conehead
Neoconocephalus robustus,fi,Robust Conehead
Neoconocephalus triops,fi,Broad-tipped Conehead
Neoconocephalus velox,fi,Neoconocephalus velox
Neocossyphus finschi,fi,nigerianmuurahaisrastas
Neocossyphus fraseri,fi,kongonmuurahaisrastas
Neocossyphus poensis,fi,muurahaisrastas
Neocossyphus rufus,fi,punamuurahaisrastas
Neoctantes niger,fi,pikipuumuura
Neocurtilla hexadactyla,fi,Northern Mole Cricket
Neodrepanis coruscans,fi,helttamesitti
Neodrepanis hypoxantha,fi,latvusmesitti
Neoeptesicus brasiliensis,fi,brasilianserotiini
Neoeptesicus chiriquinus,fi,Chiriquinan Serotine
Neoeptesicus furinalis,fi,argentiinanserotiini
Neofelis,fi,puuleopardit
Neogale felipei,fi,andienkärppä
Neogale frenata,fi,pitkähäntäkärppä
Neogale vison,fi,minkki
Neohierax insignis,fi,aasiankääpiöhaukka
Neolalage banksiana,fi,vanuatunmonarkki
Neolestes torquatus,fi,sepelbulbuli
Neomixis striatigula,fi,viirurintajeri
Neomixis tenella,fi,metsäjeri
Neomixis viridis,fi,latvusjeri
Neomorphus geoffroyi,fi,andienmaakäki
Neomorphus pucheranii,fi,amazonianmaakäki
Neomorphus radiolosus,fi,juovamaakäki
Neomorphus rufipennis,fi,purppuramaakäki
Neomorphus squamiger,fi,suomumaakäki
Neomys fodiens,fi,vesipäästäinen
Neonemobius cubensis,fi,Cuban Ground Cricket
Neonemobius mormonius,fi,Collared Ground Cricket
Neonemobius palustris,fi,Sphagnum Ground Cricket
Neopelma aurifrons,fi,harmaakurkkutanssija
Neopelma chrysocephalum,fi,kultatöyhtötanssija
Neopelma chrysolophum,fi,vuorityrannitanssija
Neopelma pallescens,fi,tyrannitanssija
Neopelma sulphureiventer,fi,köynnöstyrannitanssija
Neophedina cincta,fi,isotörmäpääsky
Neophema chrysogaster,fi,tasmanianruohokaija
Neophema chrysostoma,fi,siniruohokaija
Neophema elegans,fi,isoruohokaija
Neophema petrophila,fi,rantakaija
Neophema pulchella,fi,kaunoruohokaija
Neophema splendida,fi,punaruohokaija
Neophilydor erythrocercum,fi,oliiviorneero
Neophilydor fuscipenne,fi,liuskesiipiorneero
Neophron percnopterus,fi,pikkukorppikotka
Neopipo cinnamomea,fi,kanelitanssija
Neoplatypedia ampliata,fi,Neoplatypedia ampliata
Neoplatypleura coelestia,fi,Neoplatypleura coelestia
Neopsephotus bourkii,fi,paimenruohokaija
Neopsittacus musschenbroekii,fi,aurinkolurikki
Neopsittacus pullicauda,fi,smaragdilurikki
Neoscapteriscus borellii,fi,Southern Mole Cricket
Neoscapteriscus vicinus,fi,Tawny Mole Cricket
Neosericornis citreogularis,fi,keltakurkkumaluri
Neotamias amoenus,fi,keltamäntytikutaku
Neotamias canipes,fi,harmaajalkatikutaku
Neotamias dorsalis,fi,kalliotikutaku
Neotamias merriami,fi,rannikkotikutaku
Neotamias minimus,fi,pikkutikutaku
Neotamias ochrogenys,fi,keltaposkitikutaku
Neotamias palmeri,fi,nevadantikutaku
Neotamias quadrivittatus,fi,coloradontikutaku
Neotamias ruficaudus,fi,punahäntätikutaku
Neotamias rufus,fi,utahintikutaku
Neotamias senex,fi,metsätikutaku
Neotamias siskiyou,fi,isotikutaku
Neotamias sonomae,fi,sonomantikutaku
Neotamias speciosus,fi,kontortatikutaku
Neotamias townsendii,fi,oregonintikutaku
Neotamias umbrinus,fi,uintavuortentikutaku
Neothraupis fasciata,fi,lepinkäistangara
Neotibicen auriferus,fi,Plains Dog-Day Cicada
Neotibicen canicularis,fi,Northern Dog-day Cicada
Neotibicen davisi,fi,Davis's Southeastern Dog-day Cicada
Neotibicen latifasciatus,fi,Coastal Scissors Grinder Cicada
Neotibicen linnei,fi,Linne's Cicada
Neotibicen linnei x pruinosus,fi,Neotibicen linnei x pruinosus
Neotibicen lyricen,fi,Lyric Cicada
Neotibicen pruinosus,fi,Scissor Grinder
Neotibicen robinsonianus,fi,Robinson's Annual Cicada
Neotibicen similaris,fi,Similar Dog-day Cicada
Neotibicen superbus,fi,Superb Dog-day Cicada
Neotibicen tibicen,fi,Swamp Cicada
Neotibicen winnemanna,fi,Eastern Scissors Grinder Cicada
Neotis denhami,fi,sinikaulatrappi
Neotis heuglinii,fi,naamiotrappi
Neotis ludwigii,fi,kapintrappi
Neotis nuba,fi,saharantrappi
Neotoma cinerea,fi,kauppiasrattu
Neotoma fuscipes,fi,kaliforniankauppiasrattu
Neotoma macrotis,fi,Big-eared Woodrat
Neoxabea bipunctata,fi,Two-spotted Tree Cricket
Neoxolmis coronatus,fi,mustahilkkamonhiitta
Neoxolmis rubetra,fi,ruosteselkämonhiitta
Neoxolmis rufiventris,fi,ruskoperämonhiitta
Neoxolmis salinarum,fi,suolakkomonhiitta
Nephelomyias lintoni,fi,ecuadorinhippiäisnapsija
Nephelomyias ochraceiventris,fi,rusohippiäisnapsija
Nephelomyias pulcher,fi,kaunohippiäisnapsija
Nephelornis oneilli,fi,perunkerttuli
Nesillas aldabrana,fi,aldabrankerttunen
Nesillas brevicaudata,fi,ngazidjankerttunen
Nesillas lantzii,fi,vaaleamadagaskarinkerttunen
Nesillas mariae,fi,komorienkerttunen
Nesillas typica,fi,madagaskarinkerttunen
Nesocharis ansorgei,fi,huppuoliivipeippo
Nesocharis shelleyi,fi,pikkuoliivipeippo
Nesoctites micromegas,fi,antillientikkanen
Nesoenas mayeri,fi,mauritiuksenkyyhky
Nesoenas picturatus,fi,madagaskarinturturikyyhky
Nesoenas rodericanus,fi,rodriguesinturturikyyhky
Nesofregetta fuliginosa,fi,polynesiankeiju
Nesophlox evelynae,fi,bahamankolibri
Nesophlox lyrura,fi,Inagua Woodstar
Nesopsar nigerrimus,fi,jamaikanmustaturpiaali
Nesoptilotis flavicollis,fi,keltakurkkumesikko
Nesoptilotis leucotis,fi,mustakurkkumesikko
Nesospingus speculiferus,fi,puertoricontangara
Nesospiza acunhae,fi,nightingalensirkku
Nesospiza questi,fi,Nightingale Island Finch
Nesospiza wilkinsi,fi,isonightingalensirkku
Nesotriccus maranonicus,fi,Marañon Tyrannulet
Nesotriccus murinus,fi,hiirinapsija
Nesotriccus ridgwayi,fi,kookossaarensieppari
Nesotriccus tumbezanus,fi,Tumbesian Tyrannulet
Nestor meridionalis,fi,kaka
Nestor notabilis,fi,kea
Nestor productus,fi,norfolkinsaarenkaka
Netta erythrophthalma,fi,ruskonarsku
Netta peposaca,fi,kyhmynarsku
Netta rufina,fi,punapäänarsku
Nettapus auritus,fi,afrikankääpiösorsa
Nettapus coromandelianus,fi,aasiankääpiösorsa
Nettapus pulchellus,fi,australiankääpiösorsa
Neurotrichini,fi,American Shrewmoles
Newtonia amphichroa,fi,viidakkopikkuvanga
Newtonia archboldi,fi,ruso-otsavanga
Newtonia brunneicauda,fi,pikkuvanga
Newtonia fanovanae,fi,latvuspikkuvanga
Nicator chloris,fi,nikatori
Nicator gularis,fi,idännikatori
Nicator vireo,fi,pikkunikatori
Nidirana adenopleura,fi,Olive Frog
Nidirana shyhhuangi,fi,Yuchi Music Frog
Nigrita bicolor,fi,tervapeippo
Nigrita canicapillus,fi,isonokipeippo
Nigrita fusconotus,fi,nokiperäpeippo
Nigrita luteifrons,fi,nokipeippo
Nilaus afer,fi,kääpiölepinkäinen
Niltava davidi,fi,kiinansinisieppo
Niltava grandis,fi,isosinisieppo
Niltava macgrigoriae,fi,pikkusinisieppo
Niltava oatesi,fi,Chinese Vivid Niltava
Niltava sumatrana,fi,sumatransinisieppo
Niltava sundara,fi,hopealakkisieppo
Niltava vivida,fi,sinilakkisieppo
Ninox affinis,fi,andamaanienhaukkapöllö
Ninox albifacies,fi,kirkupöllö
Ninox boobook,fi,australianhaukkapöllö
Ninox burhani,fi,togianinhaukkapöllö
Ninox connivens,fi,koirapöllö
Ninox forbesi,fi,tanimbarinhaukkapöllö
Ninox fusca,fi,Timor Boobook
Ninox hantu,fi,Buru Boobook
Ninox hypogramma,fi,halmaheranhaukkapöllö
Ninox ios,fi,ruostehaukkapöllö
Ninox japonica,fi,japaninhaukkapöllö
Ninox leucopsis,fi,tasmanianhaukkapöllö
Ninox leventisi,fi,camiguininhaukkapöllö
Ninox meeki,fi,amiraliteettienpöllö
Ninox mindorensis,fi,mindoronhaukkapöllö
Ninox natalis,fi,joulusaarenpöllö
Ninox novaeseelandiae,fi,uudenseelanninhaukkapöllö
Ninox obscura,fi,Hume's Boobook
Ninox ochracea,fi,aarnihaukkapöllö
Ninox odiosa,fi,uudenbritannianpöllö
Ninox philippensis,fi,filippiinienhaukkapöllö
Ninox plesseni,fi,Alor Boobook
Ninox punctulata,fi,celebesinhaukkapöllö
Ninox randi,fi,ruskohaukkapöllö
Ninox reyi,fi,sulunhaukkapöllö
Ninox rotiensis,fi,Rote Boobook
Ninox rudolfi,fi,sumbanhaukkapöllö
Ninox rufa,fi,raitahaukkapöllö
Ninox rumseyi,fi,cebunhaukkapöllö
Ninox scutulata,fi,haukkapöllö
Ninox spilocephala,fi,mindanaonhaukkapöllö
Ninox spilonotus,fi,sibuyaninhaukkapöllö
Ninox squamipila,fi,molukkienhaukkapöllö
Ninox strenua,fi,isohaukkapöllö
Ninox sumbaensis,fi,pikkusumbanpöllö
Ninox theomacha,fi,nokihaukkapöllö
Ninox variegata,fi,bismarckinpöllö
Nipponia nippon,fi,japaniniibis
Nisaetus alboniger,fi,vuorijalokotka
Nisaetus bartelsi,fi,jaavanjalokotka
Nisaetus cirrhatus,fi,jalokotka
Nisaetus floris,fi,Flores Hawk-Eagle
Nisaetus kelaarti,fi,Legge's Hawk-Eagle
Nisaetus lanceolatus,fi,celebesinjalokotka
Nisaetus nanus,fi,pikkujalokotka
Nisaetus nipalensis,fi,mahtijalokotka
Nisaetus philippensis,fi,filippiinienjalokotka
Nisaetus pinskeri,fi,mindanaonjalokotka
Noctilio albiventris,fi,pikkukalastajalepakko
Noctilio leporinus,fi,isokalastajalepakko
Nok hualon,fi,kaljunaamabulbuli
Nomascus annamensis,fi,Northern Yellow-cheeked Gibbon
Nomascus concolor,fi,indokiinangibboni
Nomascus gabriellae,fi,Southern Yellow-cheeked Gibbon
Nomascus leucogenys,fi,Northern White-cheeked Gibbon
Nomascus siki,fi,Southern White-cheeked Gibbon
Nomonyx dominicus,fi,naamiokuparisorsa
Nonnula amaurocephala,fi,kastanjanunna
Nonnula brunnea,fi,ruskonunna
Nonnula frontalis,fi,harmaaposkinunna
Nonnula rubecula,fi,rillinunna
Nonnula ruficapilla,fi,rusolakkinunna
Nonnula sclateri,fi,okranaamanunna
Northiella haematogaster,fi,liekkiparatiisikaija
Northiella narethae,fi,Naretha Bluebonnet
Notamacropus agilis,fi,nopsakenguru
Notharchus hyperrhynchus,fi,valko-otsalaiskuri
Notharchus macrorhynchos,fi,isovyölaiskuri
Notharchus ordii,fi,ruskovyölaiskuri
Notharchus pectoralis,fi,mustarintalaiskuri
Notharchus swainsoni,fi,ruskovatsalaiskuri
Notharchus tectus,fi,sepellaiskuri
Nothocercus bonapartei,fi,vuoritinami
Nothocercus julius,fi,keltarintatinami
Nothocercus nigrocapillus,fi,hupputinami
Nothocrax urumutum,fi,yöhokko
Nothoprocta cinerascens,fi,pensastinami
Nothoprocta curvirostris,fi,käyränokkatinami
Nothoprocta ornata,fi,pyytinami
Nothoprocta pentlandii,fi,andientinami
Nothoprocta perdicaria,fi,chilentinami
Nothoprocta taczanowskii,fi,peruntinami
Nothura boraquira,fi,isoviiriäistinami
Nothura darwinii,fi,darwinintinami
Nothura maculosa,fi,viirutinami
Nothura minor,fi,viiriäistinami
Notiomystis cincta,fi,uudenseelanninmesikko
Notocitellus adocetus,fi,jalisconsiiseli
Notocitellus annulatus,fi,meksikonsiiseli
Notopholia corusca,fi,mustavatsakottarainen
Notopsalta sericea,fi,Clay Bank Cicada
Nucifraga caryocatactes,fi,pähkinähakki
Nucifraga columbiana,fi,amerikanhakki
Nucifraga hemispila,fi,Southern Nutcracker
Nucifraga multipunctata,fi,Kashmir Nutcracker
Numenius americanus,fi,amerikankuovi
Numenius arquata,fi,kuovi
Numenius borealis,fi,eskimokuovi
Numenius hudsonicus,fi,amerikanpikkukuovi
Numenius madagascariensis,fi,ohotankuovi
Numenius minutus,fi,taigakuovi
Numenius phaeopus,fi,pikkukuovi
Numenius tahitiensis,fi,alaskankuovi
Numenius tenuirostris,fi,keltanokkakuovi
Numida meleagris,fi,helmikana
Nyctalus aviator,fi,kiinanisolepakko
Nyctalus azoreum,fi,azorienisolepakko
Nyctalus lasiopterus,fi,rusoisolepakko
Nyctalus leisleri,fi,metsälepakko
Nyctalus noctula,fi,isolepakko
Nyctalus plancyi,fi,Chinese Noctule
Nyctanassa carcinocatactes,fi,bermudanyöhaikara
Nyctanassa violacea,fi,kruunuyöhaikara
Nyctereutes procyonoides,fi,supikoira
Nyctibius aethereus,fi,pyrstöpökkelökehrääjä
Nyctibius bracteatus,fi,ruskopökkelökehrääjä
Nyctibius grandis,fi,isopökkelökehrääjä
Nyctibius griseus,fi,harmaapökkelökehrääjä
Nyctibius jamaicensis,fi,väliamerikanpökkelökehrääjä
Nyctibius leucopterus,fi,valkopökkelökehrääjä
Nyctibius maculosus,fi,andienpökkelökehrääjä
Nycticeius humeralis,fi,amerikanleveänenä
Nycticorax caledonicus,fi,australianyöhaikara
Nycticorax duboisi,fi,réunioninyöhaikara
Nycticorax mauritianus,fi,mauritiuksenyöhaikara
Nycticorax megacephalus,fi,rodriguesinyöhaikara
Nycticorax nycticorax,fi,yöhaikara
Nycticorax olsoni,fi,Ascension Night Heron
Nycticryphes semicollaris,fi,amerikankurppo
Nyctidromus albicollis,fi,kauluskehrääjä
Nyctidromus anthonyi,fi,pensaikkokehrääjä
Nyctimene robinsoni,fi,Queensland Tube-nosed Fruit Bat
Nyctinomops femorosaccus,fi,hiirihännäkkö
Nyctinomops laticaudatus,fi,korvahännäkkö
Nyctinomops macrotis,fi,isohiirihännäkkö
Nyctiphrynus mcleodii,fi,meksikonkehrääjä
Nyctiphrynus ocellatus,fi,täpläkehrääjä
Nyctiphrynus rosenbergi,fi,kolumbiankehrääjä
Nyctiphrynus yucatanicus,fi,jukataninkehrääjä
Nyctipolus hirundinaceus,fi,kääpiökehrääjä
Nyctipolus nigrescens,fi,mustakehrääjä
Nyctiprogne leucopyga,fi,juovapyrstökehrääjä
Nyctiprogne vielliardi,fi,ruskohaukkakehrääjä
Nyctophilus nebulosus,fi,New Caledonia Long-eared Bat
Nyctyornis amictus,fi,puna-ampiaissyöjä
Nyctyornis athertoni,fi,siniampiaissyöjä
Nymphicus hollandicus,fi,neitokakadu
Nystalus chacuru,fi,mustaposkilaiskuri
Nystalus maculatus,fi,keltakauluslaiskuri
Nystalus obamai,fi,lännenviirulaiskuri
Nystalus radiatus,fi,raitalaiskuri
Nystalus striolatus,fi,idänviirulaiskuri
Occidozyga lima,fi,Green Puddle Frog
Occidozyga martensii,fi,Round-tongued Floating Frog
Ocean,fi,Ocean
Oceanites gracilis,fi,pikkuetelänkeiju
Oceanites oceanicus,fi,etelänkeiju
Oceanites pincoyae,fi,Pincoya Storm-Petrel
Ochetorhynchus andaecola,fi,kalliokapuaja
Ochetorhynchus melanurus,fi,rotkokapuaja
Ochetorhynchus phoenicurus,fi,arokapuaja
Ochetorhynchus ruficaudus,fi,peukaloiskapuaja
Ochotona alpina,fi,altainpika
Ochotona collaris,fi,alaskanpika
Ochotona coreana,fi,Korean Pika
Ochotona dauurica,fi,aropika
Ochotona pallasii,fi,mongolianpika
Ochotona princeps,fi,amerikanpika
Ochotona pusilla,fi,pikkupika
Ochotona rutila,fi,punapika
Ochthoeca cinnamomeiventris,fi,ruostevatsapitaho
Ochthoeca diadema,fi,keltavatsapitaho
Ochthoeca frontalis,fi,nokipitaho
Ochthoeca fumicolor,fi,ruostepitaho
Ochthoeca jelskii,fi,tuhkapitaho
Ochthoeca leucophrys,fi,valkokulmapitaho
Ochthoeca nigrita,fi,Blackish Chat-Tyrant
Ochthoeca oenanthoides,fi,isopitaho
Ochthoeca piurae,fi,piuranpitaho
Ochthoeca pulchella,fi,keltakulmapitaho
Ochthoeca rufipectoralis,fi,punarintapitaho
Ochthoeca salvini,fi,sitruunapitaho
Ochthoeca superciliosa,fi,Rufous-browed Chat-Tyrant
Ochthoeca thoracica,fi,Maroon-belted Chat-Tyrant
Ochthornis littoralis,fi,jokipitaho
Ocreatus addae,fi,Rufous-booted Racket-tail
Ocreatus peruanus,fi,Peruvian Racket-tail
Ocreatus underwoodii,fi,lippupyrstökolibri
Octodon degus,fi,degu
Ocyceros birostris,fi,intiantoko
Ocyceros gingalensis,fi,srilankantoko
Ocyceros griseus,fi,malabarintoko
Ocyphaps lophotes,fi,töyhtökyyhky
Odocoileus hemionus,fi,mustahäntäkauris
Odocoileus virginianus,fi,valkohäntäkauris
Odontophorus atrifrons,fi,naamioviiriäinen
Odontophorus balliviani,fi,viirunaamaviiriäinen
Odontophorus capueira,fi,täpläsiipiviiriäinen
Odontophorus columbianus,fi,venezuelanviiriäinen
Odontophorus dialeucos,fi,panamanviiriäinen
Odontophorus erythrops,fi,sepelviiriäinen
Odontophorus gujanensis,fi,marmoriviiriäinen
Odontophorus guttatus,fi,liekkiniskaviiriäinen
Odontophorus hyperythrus,fi,silmälasiviiriäinen
Odontophorus leucolaemus,fi,mustarintaviiriäinen
Odontophorus melanonotus,fi,ecuadorinviiriäinen
Odontophorus melanotis,fi,mustakorvaviiriäinen
Odontophorus speciosus,fi,rusorintaviiriäinen
Odontophorus stellatus,fi,tähtiviiriäinen
Odontophorus strophium,fi,kolumbianviiriäinen
Odontophrynus asper,fi,Odontophrynus asper
Odontorchilus branickii,fi,andienkerttupeukaloinen
Odontorchilus cinereus,fi,brasiliankerttupeukaloinen
Odontotaenius disjunctus,fi,Horned Passalid
Odorrana swinhoana,fi,Swinhoe's frog
Oecanthus alexanderi,fi,Alexander's Tree Cricket
Oecanthus argentinus,fi,Prairie Tree Cricket
Oecanthus californicus,fi,Western Tree Cricket
Oecanthus celerinictus,fi,Fast-calling tree cricket
Oecanthus dulcisonans,fi,Large Tree-cricket
Oecanthus euryelytra,fi,Oecanthus euryelytra
Oecanthus exclamationis,fi,Davis' Tree Cricket
Oecanthus forbesi,fi,Forbes' Tree Cricket
Oecanthus fultoni,fi,Snowy Tree Cricket
Oecanthus latipennis,fi,Broad-winged tree cricket
Oecanthus longicauda,fi,Oecanthus longicauda
Oecanthus nigricornis,fi,Black-horned Tree Cricket
Oecanthus niveus,fi,Narrow-winged Tree Cricket
Oecanthus pellucens,fi,Italian Tree Cricket
Oecanthus pini,fi,Pine Tree Cricket
Oecanthus quadripunctatus,fi,Four-spotted Tree Cricket
Oecanthus rileyi,fi,Riley's Tree Cricket
Oecanthus texensis,fi,Texas Tree Cricket
Oecanthus varicornis,fi,Different-horned tree cricket
Oedistoma iliolophus,fi,harmaarintamesikko
Oedistoma pygmaeum,fi,pikkumesikko
Oena capensis,fi,naamiokyyhky
Oenanthe albifrons,fi,kantotasku
Oenanthe albonigra,fi,munkkitasku
Oenanthe bottae,fi,nokiotsatasku
Oenanthe chrysopygia,fi,persiantasku
Oenanthe cypriaca,fi,kyproksentasku
Oenanthe deserti,fi,aavikkotasku
Oenanthe dubia,fi,abessiniankalliotasku
Oenanthe familiaris,fi,kalliotasku
Oenanthe finschii,fi,valkoselkätasku
Oenanthe frenata,fi,Rusty-breasted Wheatear
Oenanthe fusca,fi,pihatasku
Oenanthe heuglinii,fi,savannitasku
Oenanthe hispanica,fi,rusotasku
Oenanthe isabellina,fi,arotasku
Oenanthe leucopyga,fi,kalottitasku
Oenanthe leucura,fi,mustatasku
Oenanthe lugens,fi,surutasku
Oenanthe lugentoides,fi,jemenintasku
Oenanthe lugubris,fi,etiopiansurutasku
Oenanthe melanoleuca,fi,kirjotasku
Oenanthe melanura,fi,mustapyrstötasku
Oenanthe moesta,fi,laulutasku
Oenanthe monacha,fi,hupputasku
Oenanthe oenanthe,fi,kivitasku
Oenanthe phillipsi,fi,somaliantasku
Oenanthe picata,fi,louhikkotasku
Oenanthe pileata,fi,mustavyötasku
Oenanthe pleschanka,fi,nunnatasku
Oenanthe scotocerca,fi,sudaninkalliotasku
Oenanthe seebohmi,fi,atlaksenkivitasku
Oenanthe xanthoprymna,fi,punaperätasku
Ognorhynchus icterotis,fi,vahapalmuaratti
Okanagana albibasalis,fi,Okanagana albibasalis
Okanagana annulata,fi,Okanagana annulata
Okanagana arctostaphylae,fi,Okanagana arctostaphylae
Okanagana balli,fi,Prairie Cicada
Okanagana bella,fi,Mountain Cicada
Okanagana canescens,fi,Okanagana canescens
Okanagana cruentifera,fi,Wounded Cicada
Okanagana fumipennis,fi,Okanagana fumipennis
Okanagana magnifica,fi,Okanagana magnifica
Okanagana napa,fi,Okanagana napa
Okanagana nigrodorsata,fi,Okanagana nigrodorsata
Okanagana noveboracensis,fi,Aspen Cicada
Okanagana occidentalis,fi,Rocky Mountain Cicada
Okanagana oregona,fi,Okanagana oregona
Okanagana rimosa,fi,Say's Cicada
Okanagana triangulata,fi,Okanagana triangulata
Okanagana tristis,fi,Somber Cicada
Okanagana vocalis,fi,Okanagana vocalis
Okanagodes gracilis,fi,Pale-winged Desert Cicada
Oligoglena carayoni,fi,Oligoglena carayoni
Oligoglena tibialis,fi,Oligoglena tibialis
Oligoryzomys,fi,jyväratut
Ololygon berthae,fi,Dwarf Snouted Tree Frog
Ololygon perpusilla,fi,Bandeirantes Snouted Tree Frog
Ololygon rizibilis,fi,Santo Andre Snouted Tree Frog
Omocestus raymondi,fi,Raymond's Grasshopper
Omocestus rufipes,fi,tummaheinäsirkka
Omocestus viridulus,fi,niittyheinäsirkka
Oncostoma cinereigulare,fi,koukkunapsija
Oncostoma olivaceum,fi,oliivikoukkunapsija
Ondatra zibethicus,fi,piisami
Oneillornis lunulatus,fi,kuumuura
Oneillornis salvini,fi,valkokurkkumuura
Onychognathus albirostris,fi,etiopianrakkeli
Onychognathus blythii,fi,somalianrakkeli
Onychognathus frater,fi,sokotranrakkeli
Onychognathus fulgidus,fi,metsärakkeli
Onychognathus morio,fi,kalliorakkeli
Onychognathus nabouroup,fi,valkosiipirakkeli
Onychognathus neumanni,fi,malinrakkeli
Onychognathus salvadorii,fi,kyhmyrakkeli
Onychognathus tenuirostris,fi,hentorakkeli
Onychognathus tristramii,fi,rotkorakkeli
Onychognathus walleri,fi,töpörakkeli
Onychomys arenicola,fi,pikkusirkkahiiru
Onychoprion aleuticus,fi,aleuttientiira
Onychoprion anaethetus,fi,ohjasnokitiira
Onychoprion fuscatus,fi,nokitiira
Onychoprion lunatus,fi,oseaniantiira
Onychorhynchus coronatus,fi,viuhkanappari
Onychorhynchus swainsoni,fi,Atlantic Royal Flycatcher
